,Somamer,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism_x,Units,Type,Dilution,Symbol,Symbol_unique,EstimatedCV,EstimatedCV_low,PlasmaScaleFactor_v4_to_v4.1,PlasmaLinsCCC,PlasmaLinsCCC_low
135,SLITRK3.10565.19,10565-19,3,SL017951,SLIT and NTRK-like protein 3,SLIK3,O94933,22865,SLITRK3,Human,RFU,Protein,20,SLITRK3,SLITRK3,3.5,1,0.874,0.967,0
136,MFAP2.10569.28,10569-28,3,SL012443,Microfibrillar-associated protein 2,MFAP2,P55001,4237,MFAP2,Human,RFU,Protein,0.5,MFAP2,MFAP2.1,6,1,1.066,0.622,0
137,MGAT1.10571.14,10571-14,3,SL018096,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT1,P26572,4245,MGAT1,Human,RFU,Protein,20,MGAT1,MGAT1,3,1,0.867,0.97,0
138,CST8.10572.65,10572-65,3,SL012372,Cystatin-8,CST8,O60676,10047,CST8,Human,RFU,Protein,20,CST8,CST8,5.5,1,0.775,0.871,0
139,B2M.10574.10,10574-10,3,SL000283,Beta-2-microglobulin,b2-Microglobulin,P61769,567,B2M,Human,RFU,Protein,20,B2M,B2M.1,5,1,0.713,0.964,0
140,PUF60.10575.31,10575-31,3,SL018139,Poly(U)-binding-splicing factor PUF60,PUF60,Q9UHX1,22827,PUF60,Human,RFU,Protein,20,PUF60,PUF60,5,1,0.772,0.748,0
141,PLXDC2.10576.7,10576-7,3,SL025965,Plexin domain-containing protein 2:Extracellular domain,PXDC2:ECD,Q6UX71,84898,PLXDC2,Human,RFU,Protein,0.5,PLXDC2,PLXDC2.1,3.5,1,,,0
142,SFTA2.10580.14,10580-14,3,SL012586,Surfactant-associated protein 2,SFTA2,Q6UW10,389376,SFTA2,Human,RFU,Protein,20,SFTA2,SFTA2,5.5,1,1.06,0.929,0
143,POMK.10582.36,10582-36,3,SL018286,Protein O-mannose kinase,SG196,Q9H5K3,84197,POMK,Human,RFU,Protein,20,POMK,POMK,15.5,0,1.111,0.623,0
144,TMEM108.10583.1,10583-1,3,SL018282,Transmembrane protein 108,TM108,Q6UXF1,66000,TMEM108,Human,RFU,Protein,20,TMEM108,TMEM108,3.5,1,1.3,0.944,0
145,NDUFS4.10584.7,10584-7,3,SL018289,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUS4,O43181,4724,NDUFS4,Human,RFU,Protein,20,NDUFS4,NDUFS4,7,1,0.662,0.731,0
146,ST3GAL5.10588.39,10588-39,3,SL011395,"Lactosylceramide alpha-2,3-sialyltransferase",SIAT9,Q9UNP4,8869,ST3GAL5,Human,RFU,Protein,20,ST3GAL5,ST3GAL5,3.5,1,1.171,0.929,0
147,RAET1L.10589.7,10589-7,3,SL018354,Retinoic acid early transcript 1L protein,RET1L,Q5VY80,154064,RAET1L,Human,RFU,Protein,20,RAET1L,RAET1L.1,7,1,1.15,0.959,0
148,CLGN.10600.24,10600-24,3,SL017410,Calmegin,CLGN,O14967,1047,CLGN,Human,RFU,Protein,0.5,CLGN,CLGN,55,0,0.936,0.083,1
149,HTN3.10603.1,10603-1,3,SL012419,Histatin-3,HIS3,P15516,3347,HTN3,Human,RFU,Protein,20,HTN3,HTN3,6,1,0.66,0.743,0
150,APMAP.10605.22,10605-22,3,SL004748,Adipocyte plasma membrane-associated protein,APMAP,Q9HDC9,57136,APMAP,Human,RFU,Protein,20,APMAP,APMAP,4.5,1,0.961,0.922,0
151,TOR1AIP1.10606.34,10606-34,3,SL026012,Torsin-1A-interacting protein 1:Perinuclear domain,TOIP1:Perinuclear,Q5JTV8,26092,TOR1AIP1,Human,RFU,Protein,20,TOR1AIP1,TOR1AIP1.1,4,1,0.777,0.863,0
152,HTN1.10608.9,10608-9,3,SL012418,Histatin-1,HIS1,P15515,3346,HTN1,Human,RFU,Protein,20,HTN1,HTN1,3.5,1,1.045,0.952,0
153,PLOD3.10612.18,10612-18,3,SL008694,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,O60568,8985,PLOD3,Human,RFU,Protein,0.5,PLOD3,PLOD3,4,1,0.833,0.777,0
154,GOLM2.10613.33,10613-33,3,SL018589,Protein CASC4,CASC4,Q6P4E1,113201,GOLM2,Human,RFU,Protein,20,GOLM2,GOLM2.1,5,1,0.929,0.78,0
155,MPZ.10615.18,10615-18,3,SL008066,Myelin protein P0,MYP0,P25189,4359,MPZ,Human,RFU,Protein,20,MPZ,MPZ,4.5,1,0.795,0.913,0
156,PODXL2.10616.67,10616-67,3,SL017477,Podocalyxin-like protein 2,PDXL2,Q9NZ53,50512,PODXL2,Human,RFU,Protein,20,PODXL2,PODXL2,4.5,1,1.087,0.968,0
157,LRP2.10618.190,10618-190,3,SL004439,Low-density lipoprotein receptor-related protein 2,megalin,P98164,4036,LRP2,Human,RFU,Protein,20,LRP2,LRP2,3.5,1,0.906,0.933,0
158,MSMB.10620.21,10620-21,3,SL000548,Beta-microseminoprotein,PSP-94,P08118,4477,MSMB,Human,RFU,Protein,20,MSMB,MSMB,4.5,1,0.744,0.968,0
159,PRR16.10621.26,10621-26,3,SL018592,Protein Largen,PRR16,Q569H4,51334,PRR16,Human,RFU,Protein,20,PRR16,PRR16,4.5,1,0.929,0.915,0
160,MUC1.10623.19,10623-19,3,SL025933,Mucin-1:region 1,MUC1:region 1,P15941,4582,MUC1,Human,RFU,Protein,20,MUC1,MUC1.1,4,1,0.815,0.934,0
161,SPINK13.10624.45,10624-45,3,SL018582,Serine protease inhibitor Kazal-type 13,ISK13,Q1W4C9,153218,SPINK13,Human,RFU,Protein,20,SPINK13,SPINK13,3,1,0.895,0.96,0
162,ST6GALNAC3.10626.116,10626-116,3,SL018611,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SIA7C,Q8NDV1,256435,ST6GALNAC3,Human,RFU,Protein,20,ST6GALNAC3,ST6GALNAC3.1,3.5,1,,,0
163,APLP2.10627.87,10627-87,3,SL007366,Amyloid-like protein 2,APLP2,Q06481,334,APLP2,Human,RFU,Protein,0.5,APLP2,APLP2.1,4.5,1,0.818,0.877,0
164,HTATIP2.10630.5,10630-5,3,SL007633,Oxidoreductase HTATIP2,HTAI2,Q9BUP3,10553,HTATIP2,Human,RFU,Protein,20,HTATIP2,HTATIP2.1,4,1,0.906,0.956,0
165,PGRMC2.10631.9,10631-9,3,SL007962,Membrane-associated progesterone receptor component 2,PGRC2,O15173,10424,PGRMC2,Human,RFU,Protein,20,PGRMC2,PGRMC2.2,8.5,1,,,0
166,CD200R1.10636.1,10636-1,3,SL025932,"Cell surface glycoprotein CD200 receptor 1:Isoform 4, Cytoplasmic Domain",MO2R1:CD,Q8TD46,131450,CD200R1,Human,RFU,Protein,20,CD200R1,CD200R1.1,3.5,1,,,0
167,ELAPOR1.10637.50,10637-50,3,SL025903,UPF0577 protein KIAA1324:Extracellular domain,K1324:ECD,Q6UXG2,57535,ELAPOR1,Human,RFU,Protein,20,ELAPOR1,ELAPOR1.1,6,1,0.991,0.752,0
168,TINF2.10638.1,10638-1,3,SL018685,TERF1-interacting nuclear factor 2,TINF2,Q9BSI4,26277,TINF2,Human,RFU,Protein,20,TINF2,TINF2,6.5,1,0.849,0.826,0
169,OLFM3.10643.16,10643-16,3,SL025948,"Noelin-3:Isoform 2, C-term",NOE3:C-term,Q96PB7,118427,OLFM3,Human,RFU,Protein,20,OLFM3,OLFM3.1,6,1,1,0.825,0
170,ASCC1.10647.18,10647-18,3,SL017894,Activating signal cointegrator 1 complex subunit 1,ASCC1,Q8N9N2,51008,ASCC1,Human,RFU,Protein,0.5,ASCC1,ASCC1,5.5,1,0.85,0.579,0
171,INSIG1.10663.42,10663-42,3,SL018014,Insulin-induced gene 1 protein,INSI1,O15503,3638,INSIG1,Human,RFU,Protein,20,INSIG1,INSIG1,4,1,0.996,0.941,0
172,GNPTG.10666.7,10666-7,3,SL012791,N-acetylglucosamine-1-phosphotransferase subunit gamma,GNPTG,Q9UJJ9,84572,GNPTG,Human,RFU,Protein,0.005,GNPTG,GNPTG,6.5,1,1.213,0.714,0
173,C1orf185.10667.78,10667-78,3,SL018036,Uncharacterized protein C1orf185,CA185,Q5T7R7,284546,C1orf185,Human,RFU,Protein,20,C1orf185,C1orf185,3.5,1,1.001,0.853,0
174,STX4.10668.5,10668-5,3,SL007377,Syntaxin-4,STX4,Q12846,6810,STX4,Human,RFU,Protein,20,STX4,STX4,6.5,1,0.938,0.883,0
175,SEMA3E.10670.26,10670-26,3,SL010470,Semaphorin-3E,Semaphorin 3E,O15041,9723,SEMA3E,Human,RFU,Protein,20,SEMA3E,SEMA3E.1,75,0,,,0
176,SFTPB.10672.75,10672-75,3,SL004483,Pulmonary surfactant-associated protein B,SP-B,P07988,6439,SFTPB,Human,RFU,Protein,20,SFTPB,SFTPB,9.5,1,0.94,0.878,0
177,TMX2.10675.223,10675-223,3,SL018343,Thioredoxin-related transmembrane protein 2,TMX2,Q9Y320,51075,TMX2,Human,RFU,Protein,20,TMX2,TMX2,24,0,0.941,0.511,0
178,NDUFB4.10677.9,10677-9,3,SL007990,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUB4,O95168,4710,NDUFB4,Human,RFU,Protein,20,NDUFB4,NDUFB4,14.5,0,0.825,0.65,0
179,KLRG2.10693.43,10693-43,3,SL025910,Killer cell lectin-like receptor subfamily G member 2:C-term,KLRG2:C-term,A4D1S0,346689,KLRG2,Human,RFU,Protein,20,KLRG2,KLRG2.1,3.5,1,0.911,0.982,0
180,WFDC10B.10695.12,10695-12,3,SL012662,Protein WFDC10B,WF10B,Q8IUB3,280664,WFDC10B,Human,RFU,Protein,20,WFDC10B,WFDC10B,3,1,0.8,0.959,0
181,LRP1.10699.52,10699-52,3,SL018603,Prolow-density lipoprotein receptor-related protein 1,LRP1,Q07954,4035,LRP1,Human,RFU,Protein,20,LRP1,LRP1.1,3,1,0.78,0.842,0
182,IGSF11.10700.10,10700-10,3,SL025885,Immunoglobulin superfamily member 11:Cytoplasmic domain,IGS11:CD,Q5DX21,152404,IGSF11,Human,RFU,Protein,20,IGSF11,IGSF11.1,5,1,1.033,0.983,0
183,COL28A1.10702.1,10702-1,3,SL012521,Collagen alpha-1(XXVIII) chain,COSA1,Q2UY09,340267,COL28A1,Human,RFU,Protein,0.5,COL28A1,COL28A1,3.5,1,1.109,0.927,0
184,SUDS3.10703.203,10703-203,3,SL006737,Sin3 histone deacetylase corepressor complex component SDS3,SDS3,Q9H7L9,64426,SUDS3,Human,RFU,Protein,20,SUDS3,SUDS3,6,1,0.887,0.831,0
185,IRAG2.10704.91,10704-91,3,SL018605,Lymphoid-restricted membrane protein,LRMP,Q12912,4033,IRAG2,Human,RFU,Protein,20,IRAG2,IRAG2.1,5,1,0.922,0.938,0
186,ST6GALNAC3.10705.14,10705-14,3,SL018611,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SIA7C,Q8NDV1,256435,ST6GALNAC3,Human,RFU,Protein,20,ST6GALNAC3,ST6GALNAC3.2,4,1,0.902,0.919,0
187,GNRH2.10708.3,10708-3,3,SL007007,Progonadoliberin-2,GON2,O43555,2797,GNRH2,Human,RFU,Protein,20,GNRH2,GNRH2,4,1,1.042,0.956,0
188,ZPBP2.10710.23,10710-23,3,SL012618,Zona pellucida-binding protein 2,ZPBP2,Q6X784,124626,ZPBP2,Human,RFU,Protein,20,ZPBP2,ZPBP2,5,1,1.029,0.934,0
189,CD300LB.10713.151,10713-151,3,SL017073,CMRF35-like molecule 7,CLM7,A8K4G0,124599,CD300LB,Human,RFU,Protein,20,CD300LB,CD300LB,4,1,1.083,0.864,0
190,ACE.10714.7,10714-7,3,SL000269,Angiotensin-converting enzyme,ACE,P12821,1636,ACE,Human,RFU,Protein,0.5,ACE,ACE,9.5,1,0.667,0.843,0
191,PSMD5.10716.35,10716-35,3,SL010942,26S proteasome non-ATPase regulatory subunit 5,PSMD5,Q16401,5711,PSMD5,Human,RFU,Protein,20,PSMD5,PSMD5,4,1,0.983,0.957,0
192,HSPA1A.10721.76,10721-76,3,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,RFU,Protein,20,HSPA1A,HSPA1A.1,5.5,1,0.837,0.836,0
193,SYK.10722.13,10722-13,3,SL025912,Tyrosine-protein kinase SYK:Protein kinase domain,KSYK:Protein Kinase,P43405,6850,SYK,Human,RFU,Protein,20,SYK,SYK.1,3,1,0.998,0.914,0
194,HS3ST5.10731.10,10731-10,3,SL018028,Heparan sulfate glucosamine 3-O-sulfotransferase 5,HS3S5,Q8IZT8,222537,HS3ST5,Human,RFU,Protein,0.5,HS3ST5,HS3ST5,5.5,1,1.452,0.522,0
195,GAL3ST2.10734.339,10734-339,3,SL018126,Galactose-3-O-sulfotransferase 2,G3ST2,Q9H3Q3,64090,GAL3ST2,Human,RFU,Protein,20,GAL3ST2,GAL3ST2,55,0,1.518,0.308,1
196,SERPINB1.10737.96,10737-96,3,SL005397,Leukocyte elastase inhibitor,Serpin B1,P30740,1992,SERPINB1,Human,RFU,Protein,20,SERPINB1,SERPINB1,6.5,1,0.97,0.634,0
197,FBLN5.10738.11,10738-11,3,SL004460,Fibulin-5,fibulin 5,Q9UBX5,10516,FBLN5,Human,RFU,Protein,20,FBLN5,FBLN5.1,11,1,,,0
198,CSF1.10741.22,10741-22,3,SL002684,Macrophage colony-stimulating factor 1,CSF-1,P09603,1435,CSF1,Human,RFU,Protein,20,CSF1,CSF1.1,10,1,,,0
199,SLITRK1.10743.13,10743-13,3,SL008760,SLIT and NTRK-like protein 1,SLIK1,Q96PX8,114798,SLITRK1,Human,RFU,Protein,0.5,SLITRK1,SLITRK1.1,4.5,1,,,0
200,DKK3.10746.24,10746-24,3,SL009412,Dickkopf-related protein 3,DKK3,Q9UBP4,27122,DKK3,Human,RFU,Protein,20,DKK3,DKK3.1,6.5,1,,,0
201,PCDHB2.10748.216,10748-216,3,SL018468,Protocadherin beta-2,PCDB2,Q9Y5E7,56133,PCDHB2,Human,RFU,Protein,20,PCDHB2,PCDHB2,5.5,1,0.999,0.886,0
202,HSPA1A.10749.18,10749-18,3,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,RFU,Protein,20,HSPA1A,HSPA1A.2,6,1,0.752,0.867,0
203,CDYL2.10752.8,10752-8,3,SL018591,Chromodomain Y-like protein 2,CDYL2,Q8N8U2,124359,CDYL2,Human,RFU,Protein,20,CDYL2,CDYL2,4.5,1,0.963,0.92,0
204,ADAM7.10753.31,10753-31,3,SL018585,Disintegrin and metalloproteinase domain-containing protein 7,ADAM7,Q9H2U9,8756,ADAM7,Human,RFU,Protein,20,ADAM7,ADAM7,5,1,0.853,0.976,0
205,PROK2.10754.113,10754-113,3,SL005237,Prokineticin-2,Prokineticin-2,Q9HC23,60675,PROK2,Human,RFU,Protein,20,PROK2,PROK2,4.5,1,0.661,0.944,0
206,UCN3.10756.34,10756-34,3,SL012761,Urocortin-3,UCN3,Q969E3,114131,UCN3,Human,RFU,Protein,20,UCN3,UCN3,8,1,0.74,0.688,0
207,KERA.10758.2,10758-2,3,SL012375,Keratocan,KERA,O60938,11081,KERA,Human,RFU,Protein,20,KERA,KERA,4.5,1,0.605,0.768,0
208,GRIA4.10760.107,10760-107,3,SL018367,Glutamate receptor 4,GRIA4,P48058,2893,GRIA4,Human,RFU,Protein,20,GRIA4,GRIA4,9.5,1,0.943,0.525,0
209,TMED2.10761.5,10761-5,3,SL006541,Transmembrane emp24 domain-containing protein 2,TMED2,Q15363,10959,TMED2,Human,RFU,Protein,20,TMED2,TMED2,2,1,0.867,0.901,0
210,KLRG2.10762.2,10762-2,3,SL025911,Killer cell lectin-like receptor subfamily G member 2:N-term,KLRG2:N-term,A4D1S0,346689,KLRG2,Human,RFU,Protein,20,KLRG2,KLRG2.2,8.5,1,0.827,0.658,0
211,ADGRG2.10767.52,10767-52,3,SL018836,G-protein coupled receptor 64,GPR64,Q8IZP9,10149,ADGRG2,Human,RFU,Protein,20,ADGRG2,ADGRG2,4,1,0.832,0.915,0
212,CSGALNACT2.10772.21,10772-21,3,SL017976,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,CGAT2,Q8N6G5,55454,CSGALNACT2,Human,RFU,Protein,20,CSGALNACT2,CSGALNACT2,7.5,1,0.889,0.866,0
213,RAB3D.10780.10,10780-10,3,SL008723,Ras-related protein Rab-3D,RAB3D,O95716,9545,RAB3D,Human,RFU,Protein,20,RAB3D,RAB3D.1,4,1,,,0
214,CLEC4G.10781.19,10781-19,3,SL008886,C-type lectin domain family 4 member G,CLC4G,Q6UXB4,339390,CLEC4G,Human,RFU,Protein,0.5,CLEC4G,CLEC4G.1,3,1,0.737,0.718,0
215,LRRC52.10785.8,10785-8,3,SL018337,Leucine-rich repeat-containing protein 52,LRC52,Q8N7C0,440699,LRRC52,Human,RFU,Protein,20,LRRC52,LRRC52,5.5,1,0.91,0.972,0
216,CD300E.10798.4,10798-4,3,SL018456,CMRF35-like molecule 2,CLM2,Q496F6,342510,CD300E,Human,RFU,Protein,20,CD300E,CD300E.1,3,1,0.969,0.892,0
217,SERPINH1.10800.15,10800-15,3,SL003668,Serpin H1,Collagen-binding protein,P50454,871,SERPINH1,Human,RFU,Protein,20,SERPINH1,SERPINH1,6.5,1,1.079,0.891,0
218,EFNA2.10801.11,10801-11,3,SL004843,Ephrin-A2,Ephrin-A2,O43921,1943,EFNA2,Human,RFU,Protein,20,EFNA2,EFNA2.1,3.5,1,,,0
219,HSPA1A.10803.22,10803-22,3,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,RFU,Protein,20,HSPA1A,HSPA1A.3,3.5,1,0.867,0.879,0
220,KLRB1.10809.14,10809-14,3,SL018479,Killer cell lectin-like receptor subfamily B member 1,KLRB1,Q12918,3820,KLRB1,Human,RFU,Protein,20,KLRB1,KLRB1.1,3.5,1,0.837,0.96,0
221,CD1A.10814.7,10814-7,3,SL016708,T-cell surface glycoprotein CD1a,CD1A,P06126,909,CD1A,Human,RFU,Protein,20,CD1A,CD1A,8.5,1,0.938,0.784,0
222,HABP4.10815.2,10815-2,3,SL018601,Intracellular hyaluronan-binding protein 4,HABP4,Q5JVS0,22927,HABP4,Human,RFU,Protein,20,HABP4,HABP4,2.5,1,0.928,0.897,0
223,PILRA.10816.150,10816-150,3,SL022717,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14,PILRA isoform FDF03-M14,Q9UKJ1,29992,PILRA,Human,RFU,Protein,20,PILRA,PILRA.1,6,1,0.822,0.977,0
224,TOMM20L.10817.26,10817-26,3,SL018588,TOMM20-like protein 1,TO20L,Q6UXN7,387990,TOMM20L,Human,RFU,Protein,20,TOMM20L,TOMM20L,20,0,1.218,0.358,1
225,SMPD1.10818.36,10818-36,3,SL008921,Sphingomyelin phosphodiesterase,ASM,P17405,6609,SMPD1,Human,RFU,Protein,0.5,SMPD1,SMPD1,3,1,0.749,0.968,0
226,FBLN1.10819.108,10819-108,3,SL004461,Fibulin-1,fibulin 1,P23142,2192,FBLN1,Human,RFU,Protein,0.005,FBLN1,FBLN1.1,15.5,0,,,0
227,VSIG10.10825.12,10825-12,3,SL018584,V-set and immunoglobulin domain-containing protein 10,VSI10,Q8N0Z9,54621,VSIG10,Human,RFU,Protein,20,VSIG10,VSIG10,3.5,1,0.918,0.948,0
228,LINGO3.10827.67,10827-67,3,SL018590,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,LIGO3,P0C6S8,645191,LINGO3,Human,RFU,Protein,20,LINGO3,LINGO3,4.5,1,1.097,0.876,0
229,EFCAB14.10830.5,10830-5,3,SL025899,EF-hand calcium-binding domain-containing protein 14:N-term,K0494:N-term,O75071,9813,EFCAB14,Human,RFU,Protein,20,EFCAB14,EFCAB14.1,3.5,1,0.881,0.901,0
230,B4GALT6.10832.24,10832-24,3,SL018597,"Beta-1,4-galactosyltransferase 6",B4GT6,Q9UBX8,9331,B4GALT6,Human,RFU,Protein,20,B4GALT6,B4GALT6,4.5,1,0.691,0.888,0
231,HHIP.10833.64,10833-64,3,SL012788,Hedgehog-interacting protein,HHIP,Q96QV1,64399,HHIP,Human,RFU,Protein,0.5,HHIP,HHIP,4,1,1.068,0.864,0
232,A4GNT.10835.25,10835-25,3,SL018593,"Alpha-1,4-N-acetylglucosaminyltransferase",A4GCT,Q9UNA3,51146,A4GNT,Human,RFU,Protein,20,A4GNT,A4GNT,3,1,0.818,0.982,0
233,GCNT4.10842.7,10842-7,3,SL018620,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",GCNT4,Q9P109,51301,GCNT4,Human,RFU,Protein,20,GCNT4,GCNT4.1,6,1,1.041,0.755,0
234,SIGLEC15.10847.1,10847-1,3,SL018624,Sialic acid-binding Ig-like lectin 15,SIG15,Q6ZMC9,284266,SIGLEC15,Human,RFU,Protein,20,SIGLEC15,SIGLEC15,7,1,0.891,0.745,0
235,BTNL3.10848.137,10848-137,3,SL018632,Butyrophilin-like protein 3,BTNL3,Q6UXE8,10917,BTNL3,Human,RFU,Protein,20,BTNL3,BTNL3,3,1,0.933,0.838,0
236,EBI3.10851.77,10851-77,3,SL007417,Interleukin-27 subunit beta,IL27B,Q14213,10148,EBI3,Human,RFU,Protein,20,EBI3,EBI3,6,1,0.463,0.923,0
237,HNRNPDL.10852.114,10852-114,3,SL012987,Heterogeneous nuclear ribonucleoprotein D-like,HNRDL,O14979,9987,HNRNPDL,Human,RFU,Protein,20,HNRNPDL,HNRNPDL,6,1,0.761,0.903,0
238,GCNT4.10854.15,10854-15,3,SL018620,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",GCNT4,Q9P109,51301,GCNT4,Human,RFU,Protein,20,GCNT4,GCNT4.2,11.5,1,,,0
239,PLXNB2.10855.55,10855-55,3,SL009948,Plexin-B2,PLXB2,O15031,23654,PLXNB2,Human,RFU,Protein,20,PLXNB2,PLXNB2.1,5.5,1,,,0
240,PPP4R3A.10866.60,10866-60,3,SL018833,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,P4R3A,Q6IN85,55671,PPP4R3A,Human,RFU,Protein,20,PPP4R3A,PPP4R3A,4.5,1,0.3,0.798,0
241,SPAST.10870.32,10870-32,3,SL025990,Spastin:Microtubule interacting and trafficking domain,Spastin:MIT,Q9UBP0,6683,SPAST,Human,RFU,Protein,20,SPAST,SPAST.1,6,1,,,0
242,BRAT1.10876.300,10876-300,3,SL018839,BRCA1-associated ATM activator 1,BRAT1,Q6PJG6,221927,BRAT1,Human,RFU,Protein,20,BRAT1,BRAT1,2.5,1,0.807,0.977,0
243,FAM163B.10880.38,10880-38,3,SL018034,Protein FAM163B,F163B,P0C2L3,642968,FAM163B,Human,RFU,Protein,20,FAM163B,FAM163B,3.5,1,0.821,0.843,0
244,DSC1.10882.12,10882-12,3,SL005718,Desmocollin-1,Desmocollin-1,Q08554,1823,DSC1,Human,RFU,Protein,20,DSC1,DSC1,4.5,1,0.863,0.706,0
245,C6orf89.10885.36,10885-36,3,SL016472,Bombesin receptor-activated protein C6orf89,CF089,Q6UWU4,221477,C6orf89,Human,RFU,Protein,20,C6orf89,C6orf89,3,1,1.032,0.926,0
246,MRAP2.10889.2,10889-2,3,SL017998,Melanocortin-2 receptor accessory protein 2,MRAP2,Q96G30,112609,MRAP2,Human,RFU,Protein,20,MRAP2,MRAP2,4,1,0.922,0.932,0
247,LCTL.10890.135,10890-135,3,SL018026,Lactase-like protein,LCTL,Q6UWM7,197021,LCTL,Human,RFU,Protein,20,LCTL,LCTL,5,1,0.921,0.861,0
248,OSMR.10892.8,10892-8,3,SL007619,Oncostatin-M-specific receptor subunit beta,OSMR,Q99650,9180,OSMR,Human,RFU,Protein,20,OSMR,OSMR,5.5,1,0.873,0.921,0
249,SCGN.10894.25,10894-25,3,SL005696,Secretagogin,Secretagogin,O76038,10590,SCGN,Human,RFU,Protein,20,SCGN,SCGN.1,7.5,1,,,0
250,TMPRSS11B.10895.28,10895-28,3,SL017961,Transmembrane protease serine 11B,TM11B,Q86T26,132724,TMPRSS11B,Human,RFU,Protein,20,TMPRSS11B,TMPRSS11B,3.5,1,0.863,0.94,0
251,STMN2.10900.272,10900-272,3,SL013230,Stathmin-2,STMN2,Q93045,11075,STMN2,Human,RFU,Protein,20,STMN2,STMN2,4,1,0.867,0.905,0
252,ASPRV1.10902.53,10902-53,3,SL018040,Retroviral-like aspartic protease 1,APRV1,Q53RT3,151516,ASPRV1,Human,RFU,Protein,0.5,ASPRV1,ASPRV1,10.5,1,0.519,0.169,1
253,STX8.10903.50,10903-50,3,SL017987,Syntaxin-8,STX8,Q9UNK0,9482,STX8,Human,RFU,Protein,20,STX8,STX8,6.5,1,0.906,0.874,0
254,NTM.10907.116,10907-116,3,SL009074,Neurotrimin,NTRI,Q9P121,50863,NTM,Human,RFU,Protein,20,NTM,NTM.1,5.5,1,0.772,0.805,0
255,GALNT13.10908.2,10908-2,3,SL017992,Polypeptide N-acetylgalactosaminyltransferase 13,GLT13,Q8IUC8,114805,GALNT13,Human,RFU,Protein,20,GALNT13,GALNT13,2.5,1,0.821,0.953,0
256,CEACAM4.10910.6,10910-6,3,SL018022,Carcinoembryonic antigen-related cell adhesion molecule 4,CEAM4,O75871,1089,CEACAM4,Human,RFU,Protein,20,CEACAM4,CEACAM4,6,1,0.975,0.814,0
257,PLA2R1.10916.44,10916-44,3,SL013523,Secretory phospholipase A2 receptor,PLA2R,Q13018,22925,PLA2R1,Human,RFU,Protein,20,PLA2R1,PLA2R1,7.5,1,0.698,0.841,0
258,GNGT2.10917.40,10917-40,3,SL006983,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2,GBGT2,O14610,2793,GNGT2,Human,RFU,Protein,20,GNGT2,GNGT2,3.5,1,1.055,0.889,0
259,CYB5D2.10924.258,10924-258,3,SL018077,Neuferricin,NEUFC,Q8WUJ1,124936,CYB5D2,Human,RFU,Protein,20,CYB5D2,CYB5D2,4,1,0.916,0.843,0
260,CALN1.10933.107,10933-107,3,SL018094,Calcium-binding protein 8,CABP8,Q9BXU9,83698,CALN1,Human,RFU,Protein,20,CALN1,CALN1,5.5,1,0.995,0.619,0
261,CD58.10938.13,10938-13,3,SL003442,Lymphocyte function-associated antigen 3,sLFA-3,P19256,965,CD58,Human,RFU,Protein,20,CD58,CD58,4,1,0.884,0.878,0
262,PLEKHA4.10939.16,10939-16,3,SL018105,Pleckstrin homology domain-containing family A member 4,PKHA4,Q9H4M7,57664,PLEKHA4,Human,RFU,Protein,20,PLEKHA4,PLEKHA4,5,1,0.933,0.941,0
263,SRL.10940.25,10940-25,3,SL008242,Sarcalumenin,SRCA,Q86TD4,6345,SRL,Human,RFU,Protein,20,SRL,SRL,4,1,0.865,0.873,0
264,STX6.10945.11,10945-11,3,SL006065,Syntaxin-6,Syntaxin-6,O43752,10228,STX6,Human,RFU,Protein,20,STX6,STX6,7.5,1,0.952,0.766,0
265,PLD3.10948.14,10948-14,3,SL008958,Phospholipase D3,PLD3,Q8IV08,23646,PLD3,Human,RFU,Protein,20,PLD3,PLD3,3.5,1,0.585,0.875,0
266,RPLP2.10949.59,10949-59,3,SL008009,60S acidic ribosomal protein P2,RLA2,P05387,6181,RPLP2,Human,RFU,Protein,20,RPLP2,RPLP2,3,1,0.897,0.943,0
